Nome,Preço,URL
Caixa para baixo impact bass cb60,R$ 330,https://www.facebook.com/marketplace/item/548639510469211/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo 4 Cordas,R$ 2.500,https://www.facebook.com/marketplace/item/152772290726439/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Sx Jazz Bass Captação Fender Custon Shop 60!! Sx Valente,$ 2.300,https://www.facebook.com/marketplace/item/489853173353425/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Olha a Baixaria 😁🎸😍..!!! Baixo Modelo Fodera Impecável… Só Pegar e Groovar 😉,R$ 3.650,https://www.facebook.com/marketplace/item/182700121210991/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
"Contrabaixo PHX Modificado, Ativo E Captação Nova/ Vendo Ou Troco",R$ 1.350,https://www.facebook.com/marketplace/item/179455967848888/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo 5 cordas,R$ 900,https://www.facebook.com/marketplace/item/529365406034103/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo elétrico Jazz Bass - tarraxas Schaller- Troco por iphone/pc,R$ 1.200,https://www.facebook.com/marketplace/item/1161594151183806/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Squier Precision 4 cordas,R$ 2.290,https://www.facebook.com/marketplace/item/5585766634861743/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Musicman Stingray 4 2004,$ 10.500,https://www.facebook.com/marketplace/item/979461509691126/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo Paul Mccartney Viola Bass HOFNER,R$ 2.500,https://www.facebook.com/marketplace/item/1549117365554551/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Vendo /troco baixos volta em $$,R$ 2.900,https://www.facebook.com/marketplace/item/757877109151187/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Ibanez Gio GSR205SM de 5 cordas Ativo.,R$ 1.350,https://www.facebook.com/marketplace/item/707149654232584/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo Cort 4 cordas passivo,R$ 1.100,https://www.facebook.com/marketplace/item/173146415502919/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra-baixo Condor,R$ 1.000,https://www.facebook.com/marketplace/item/952278609463554/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Combo Markbass 15 ( Leve e potente ),R$ 6.500,https://www.facebook.com/marketplace/item/129066346658688/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo modelo Fodera Yin yang,R$ 2.450,https://www.facebook.com/marketplace/item/904284344168166/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo 6 Cordas Luthieria Ac Troca,R$ 3.200,https://www.facebook.com/marketplace/item/668279158052262/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra baixo,R$ 500,https://www.facebook.com/marketplace/item/905104734131322/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo Studbacker Daytona Bass 5 Cordas Azul sparkle,R$ 4.290,https://www.facebook.com/marketplace/item/471652665106764/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Strinberg 6 Cordas,R$ 750,https://www.facebook.com/marketplace/item/6405459716143913/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo Condor BC 5000 5 Cordas Ativo,R$ 1.300,https://www.facebook.com/marketplace/item/1222002578353089/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Fender Precision American Deluxe Ash Blond,R$ 9.990,https://www.facebook.com/marketplace/item/1346019676176980/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra baixo,Gratuito,https://www.facebook.com/marketplace/item/3589443994621757/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Vendo Bass de 1200,R$ 123.456,https://www.facebook.com/marketplace/item/3025307591112440/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Cubo staner BS150 para Contra baixo,R$ 1.800,https://www.facebook.com/marketplace/item/683853059847639/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
"Baixo Sire Marcus Miller, V3 primeira geração.",R$ 6.000,https://www.facebook.com/marketplace/item/1814946165506847/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixos SX,R$ 1,https://www.facebook.com/marketplace/item/1295991774594608/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo 4 Cordas Washburn Xb - 400 Ativo,R$ 1.050,https://www.facebook.com/marketplace/item/717361900126822/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Jazz Bass Fender Americano 1993 – Usado,R$ 13.175,https://www.facebook.com/marketplace/item/153957890899254/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Tagima anos 90 Tagimão Usado,Gratuito,https://www.facebook.com/marketplace/item/171476108998835/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo 4 cordas SUB MusicMan RELÍQUIA,R$ 5.990,https://www.facebook.com/marketplace/item/1134627167190398/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Tagima TW65,R$ 1.000,https://www.facebook.com/marketplace/item/905379947353563/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Vendo ou Troco,R$ 1.300,https://www.facebook.com/marketplace/item/925448071812150/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
"Vdo/troco baixo wahsburn XB125 -5 cordas passivo, timbre excelente, capitadores potentes, regulado.",R$ 1.250,https://www.facebook.com/marketplace/item/914205033049124/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
"Vdo/troco baixo tagima ativo menphis tb540,regulado, cordas baixas, timbre excelente, pegar e tocar.",R$ 950,https://www.facebook.com/marketplace/item/539955284710701/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Epiphone Les Paul Special Bass + Hardcase,R$ 3.200,https://www.facebook.com/marketplace/item/883507719572630/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo Tagima TBM4 custom,R$ 1.000,https://www.facebook.com/marketplace/item/719813049604783/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Vendo alguns instrumentos semi novos,Gratuito,https://www.facebook.com/marketplace/item/1381736895900618/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo,R$ 650,https://www.facebook.com/marketplace/item/1415948429232022/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Tagima Celso Pixinga Signature TJB PX-4,R$ 2.100,https://www.facebook.com/marketplace/item/210150218233908/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Fender Jazz bass Japonês Marcus miller 4 cordas,R$ 10.900,https://www.facebook.com/marketplace/item/1176062359716854/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra baixo tagima,R$ 800,https://www.facebook.com/marketplace/item/719994953082741/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Squier Vintage Modified Jazz Bass (CANHOTO),R$ 3.499,https://www.facebook.com/marketplace/item/836729370787021/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo 5 Cordas Opem Pore Natural A5 Opn Cort,R$ 3.950,https://www.facebook.com/marketplace/item/1590998024704350/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Precision anos 90 com upgrade Squier logo Fender RI 62,R$ 2.500,https://www.facebook.com/marketplace/item/831143664642756/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo Studebaker Daytona Bass Caps EMG,R$ 3.890,https://www.facebook.com/marketplace/item/1018688942849849/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo tagima millenium top 6,R$ 1.690,https://www.facebook.com/marketplace/item/724430369065021/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo Baixo Jackson Concert V,R$ 3.000,https://www.facebook.com/marketplace/item/740187657754430/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Guitarra Ibanez Rg 320 com Floyd Rose com captação Ibanez ou opção com captação EMG.,R$ 2.000,https://www.facebook.com/marketplace/item/9007696742588916/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Pedal for BASS - V TONE,R$ 70,https://www.facebook.com/marketplace/item/736847794573761/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Vendo ou troco contra baixo eagle 4 cordas,Gratuito,https://www.facebook.com/marketplace/item/694218578832779/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo D Mark Omega 5 cordas,R$ 6.500,https://www.facebook.com/marketplace/item/1064418881622762/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra baixo IBANEZ - 5 CORDAS,Gratuito,https://www.facebook.com/marketplace/item/532279418449575/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador de Baixo Warmmusic bass pro 10,R$ 649,https://www.facebook.com/marketplace/item/1292397774829513/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra baixo EAGLE 5 CORDAS,R$ 2.300,https://www.facebook.com/marketplace/item/882367202765360/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Yamaha TRBX 4 Cordas,R$ 1.450,https://www.facebook.com/marketplace/item/874111587177765/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Vendo um cabeçote Little Mark Bass Tube 800,R$ 6.000,https://www.facebook.com/marketplace/item/791015422124732/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador Borne Impact Bass 20W,R$ 410,https://www.facebook.com/marketplace/item/486554393512406/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador Hartke A 70 Combo,R$ 1.800,https://www.facebook.com/marketplace/item/443108511313117/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador cubo Warwick Bc80 para contrabaixo. Vendo ou troco / Santos - Sp.,R$ 1.950,https://www.facebook.com/marketplace/item/788648529271390/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Pedal MXR Bass Envelope Filter,R$ 1.190,https://www.facebook.com/marketplace/item/904675290454192/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Condor 6 cordas Ativo Indonésia,R$ 2.800,https://www.facebook.com/marketplace/item/907491530676636/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador pra violão e guitarra,R$ 2.900,https://www.facebook.com/marketplace/item/918451736060175/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador HARTKE KICKBACK 15HA 1200,R$ 3.200,https://www.facebook.com/marketplace/item/164642713167057/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Guitarra PRS John Mayer SE,R$ 7.990,https://www.facebook.com/marketplace/item/957511465428277/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Peavey Bandit 112,R$ 2.500,https://www.facebook.com/marketplace/item/1299162980901675/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Pedal duplo TAMA IRON COBRA,R$ 1.500,https://www.facebook.com/marketplace/item/5383805095000863/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador Staner Kikn One 12'',Gratuito,https://www.facebook.com/marketplace/item/2486150551535177/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador Baixo BX200/Ultrabass,R$ 2.100,https://www.facebook.com/marketplace/item/258408479855259/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Kit - Contrabaixo Strinberg Jbs 40 Sb 4C Passivo + amplificador Borne Impact Bass CB60 + Capa,R$ 1.500,https://www.facebook.com/marketplace/item/1128361954522001/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixolão/ baixo acústico raridade,R$ 1.700,https://www.facebook.com/marketplace/item/1050670282313695/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Pedal Yamaha,R$ 250,https://www.facebook.com/marketplace/item/1521751561586032/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador Yamaha Dg 130 Japan - Caixa 412 Vintage 30 Uk,R$ 10.990,https://www.facebook.com/marketplace/item/2427729460728684/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Laney vc30 212,R$ 4.500,https://www.facebook.com/marketplace/item/1403262070413740/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
BARBADA!!! BAIXO FENDER SQUIER,R$ 1.200,https://www.facebook.com/marketplace/item/761077945695299/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Condor Jazz Bass Vintage,R$ 1.199,https://www.facebook.com/marketplace/item/1273349310281656/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Warwick RockBass Streamer Fretless,R$ 1.999,https://www.facebook.com/marketplace/item/199451632819779/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra-Baixo Steinberg 5 Cordas Passivo.,R$ 270,https://www.facebook.com/marketplace/item/3436031410051802/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Eagle 1997 - jazz bass - retirei a tinta e apliquei goma laca,R$ 900,https://www.facebook.com/marketplace/item/6083254338409184/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixos fretless a partir de 550,R$ 550,https://www.facebook.com/marketplace/item/603790854736721/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Squier Jazz Bass Califórnia,R$ 2.500,https://www.facebook.com/marketplace/item/1214812356093245/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Fender Jazz Bass 4 Cordas - Replicaa,R$ 1.500,https://www.facebook.com/marketplace/item/634166475200569/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Precision Bass Jay Turser,R$ 2.000,https://www.facebook.com/marketplace/item/168920139287695/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Jazz Bass 4 Cordas,R$ 1.700,https://www.facebook.com/marketplace/item/440173174974338/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
JAZZ BASS AE08B ano 78,R$ 2.700,https://www.facebook.com/marketplace/item/712538473595204/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Jazz Bass passivo Squier Standard,R$ 2.300,https://www.facebook.com/marketplace/item/1580376152463209/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Sx jazz Bass,R$ 1.550,https://www.facebook.com/marketplace/item/723364289204248/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo DOLPHIN Jazz BASS,R$ 1.200,https://www.facebook.com/marketplace/item/507978438191250/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo 4 Cordas Cort Captação Ativa Jazz Bass Series Gb 34jj,R$ 1.600,https://www.facebook.com/marketplace/item/190061197142236/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Sterling Music Mann - Stingray 5,R$ 3.000,https://www.facebook.com/marketplace/item/686897779877015/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Jazz bass 4 cordas,R$ 2.200,https://www.facebook.com/marketplace/item/476542451286651/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Jazz bass 4 cordas passivo. Obs- preferencialmente troca,R$ 2.000,https://www.facebook.com/marketplace/item/1404589959946243/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Warwick Rockbass 5c Fretless,R$ 2.990,https://www.facebook.com/marketplace/item/1245491202663659/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Vendo Baixo 6 cordas,R$ 2.500,https://www.facebook.com/marketplace/item/692741845652201/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Vendo Contrabaixo E Acessórios,R$ 850,https://www.facebook.com/marketplace/item/518692376816922/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
1 baixos e 1 pedal,R$ 950,https://www.facebook.com/marketplace/item/1487504711768722/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Meteoro MB 120 cabeça e caixa de bass,R$ 2.100,https://www.facebook.com/marketplace/item/712640483862621/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Troco contrabaixo Tagima xb31,R$ 1,https://www.facebook.com/marketplace/item/910263410193639/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo GIANNINI JETSOUND B47,R$ 700,https://www.facebook.com/marketplace/item/6426274610757829/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Pedal SansAmp Bass Deiver DI,R$ 1.600,https://www.facebook.com/marketplace/item/659707636163397/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo fender delux 5 mexico,R$ 7.700,https://www.facebook.com/marketplace/item/598365775052079/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Vendo ou troco,R$ 450,https://www.facebook.com/marketplace/item/530068522612091/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo Washburn Precision Bass Headstock Invertido.,R$ 1.199,https://www.facebook.com/marketplace/item/1583168762164586/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Jacksons Js 2 Concert + Captadores Cabrera + Case,R$ 2.500,https://www.facebook.com/marketplace/item/836471447467337/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Sx Sjb75 3ts/tor Jazz Bass 4 Cordas Ash Sunburst,R$ 2.000,https://www.facebook.com/marketplace/item/3354582431490477/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
VENDO CONTRA BAIXO CONDOR BX 12 PASSIVO 4 CORDAS BEM CONSERVADO!!,R$ 650,https://www.facebook.com/marketplace/item/888799899049605/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Escudo baixo jazz bass,R$ 35,https://www.facebook.com/marketplace/item/5795031323929530/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Yamaha 5 Cordas RBX 375,R$ 2.200,https://www.facebook.com/marketplace/item/166388016332080/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
"Contrabaixo de 4 cordas fender jazz bass (mexicano) novo , é um case de luxo Artist aceito proposta",R$ 7.000,https://www.facebook.com/marketplace/item/597289612292119/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Rockbass Streamer LX 5 Cordas By Warwick,R$ 2.200,https://www.facebook.com/marketplace/item/888269172606509/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
